habit_id,student_id,study_hours_weekly,study_location,preferred_study_time,study_method,procrastination_level,organization_level,uses_study_aids,academic_term,academic_year,country
NGA_HAB_00099857,NGA_STU_00045237,1.1,Home,Evening,Reading,3.0,5.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00056518,NGA_STU_00050203,1.9,Online,Afternoon,Video Tutorials,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00049571,NGA_STU_00026123,13.8,Online,Night,Reading,3.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00018139,NGA_STU_00071448,12.5,Online,Afternoon,Reading,4.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00059209,NGA_STU_00045406,7.9,Library,Night,Video Tutorials,,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00032485,NGA_STU_00051645,9.1,Library,Night,Video Tutorials,5.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00084855,NGA_STU_00015864,13.3,Home,Evening,Group Study,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00038246,NGA_STU_00059694,6.5,Study Group,Evening,Video Tutorials,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00066369,NGA_STU_00002907,9.0,Study Group,Afternoon,Note-taking,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00052786,NGA_STU_00046611,3.2,Library,,Video Tutorials,2.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00034302,NGA_STU_00056501,,Home,Afternoon,Note-taking,4.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00060243,NGA_STU_00040902,1.4,Home,Night,Note-taking,4.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00072147,NGA_STU_00019192,4.0,Library,Afternoon,Video Tutorials,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00065706,NGA_STU_00048478,6.1,Cafe,Afternoon,Video Tutorials,3.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00011727,NGA_STU_00099404,3.2,Study Group,Night,Reading,3.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00003614,NGA_STU_00067534,6.9,Home,Afternoon,Note-taking,2.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00086167,NGA_STU_00064111,13.3,Classroom,Evening,Practice Problems,4.0,4.0,True,,2024/2025,Nigeria
NGA_HAB_00019527,NGA_STU_00042032,10.8,Cafe,Morning,Group Study,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00087603,NGA_STU_00074617,3.2,,Morning,Practice Problems,2.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00046082,NGA_STU_00066034,9.7,Library,Variable,Reading,5.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00092033,NGA_STU_00037179,11.7,Home,Variable,Reading,2.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00047370,NGA_STU_00063566,7.6,Library,Evening,Group Study,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00043421,NGA_STU_00043779,15.0,Online,Night,Practice Problems,2.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00038594,NGA_STU_00047679,10.7,Home,Night,Practice Problems,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00032718,NGA_STU_00008097,7.5,Library,Evening,Reading,2.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00053893,NGA_STU_00048669,5.2,Study Group,Variable,Note-taking,3.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00058713,NGA_STU_00022343,6.5,Library,Evening,Group Study,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00005641,NGA_STU_00013233,3.3,Library,Afternoon,Reading,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00064778,NGA_STU_00053256,18.4,Home,Night,Note-taking,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00027923,NGA_STU_00074305,7.5,Home,Afternoon,Flashcards,4.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00002785,NGA_STU_00014291,7.9,Library,Night,Note-taking,3.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00028427,NGA_STU_00077195,5.9,Study Group,Variable,Video Tutorials,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00044644,NGA_STU_00046891,10.1,Home,Afternoon,Practice Problems,,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00093192,NGA_STU_00005648,15.3,Home,Afternoon,Practice Problems,4.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00067780,NGA_STU_00076159,3.7,Home,Afternoon,Reading,5.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00032072,NGA_STU_00006044,17.1,Home,Variable,Note-taking,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00043695,NGA_STU_00049389,6.0,Home,Night,Practice Problems,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00041218,NGA_STU_00033077,7.1,Library,Evening,Note-taking,2.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00061328,NGA_STU_00062502,8.4,Classroom,Evening,Reading,2.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00064160,NGA_STU_00095826,10.7,Home,Afternoon,Note-taking,5.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00052468,NGA_STU_00056171,6.0,Online,Night,Practice Problems,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00096476,NGA_STU_00098269,5.0,Home,Afternoon,Group Study,3.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00048449,NGA_STU_00082544,7.5,Online,Evening,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00063199,NGA_STU_00066167,8.0,Home,Morning,Note-taking,4.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00004051,NGA_STU_00054120,5.1,Online,Afternoon,Practice Problems,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00013022,NGA_STU_00080983,3.5,Study Group,Evening,Note-taking,2.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00003172,NGA_STU_00049159,3.9,Classroom,Afternoon,Practice Problems,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00058377,NGA_STU_00022434,18.9,Home,Night,Video Tutorials,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00082669,NGA_STU_00043185,5.9,Home,Morning,Video Tutorials,1.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00006398,NGA_STU_00007493,7.1,Study Group,Afternoon,Note-taking,2.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00072030,NGA_STU_00058514,6.1,Home,Afternoon,Flashcards,5.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00013247,NGA_STU_00067936,2.6,Home,Afternoon,Reading,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00025359,NGA_STU_00070480,9.3,Home,Evening,Reading,1.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00054116,NGA_STU_00004963,4.6,Library,Evening,Note-taking,,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00028312,NGA_STU_00058144,5.9,Library,Night,Video Tutorials,3.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00017691,NGA_STU_00074236,6.1,Home,Evening,Note-taking,5.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00033429,NGA_STU_00018899,4.7,Home,Morning,Video Tutorials,5.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00025072,NGA_STU_00013820,24.4,Library,Morning,Practice Problems,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00061882,NGA_STU_00002710,6.6,Home,Morning,Note-taking,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00036859,NGA_STU_00055318,5.6,Classroom,Afternoon,Practice Problems,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00027581,NGA_STU_00055485,8.5,Library,Afternoon,Note-taking,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00078058,NGA_STU_00091605,12.7,Online,Afternoon,Practice Problems,2.0,3.0,False,Term 2,,Nigeria
NGA_HAB_00013828,NGA_STU_00032175,8.9,Study Group,Evening,Note-taking,4.0,4.0,True,,2023/2024,Nigeria
NGA_HAB_00048344,NGA_STU_00061155,13.3,Classroom,Variable,Practice Problems,2.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00001368,NGA_STU_00087955,10.5,Home,Evening,Video Tutorials,5.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00076039,NGA_STU_00010300,3.3,Home,Afternoon,Reading,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00086959,NGA_STU_00035579,1.5,Home,Evening,Flashcards,,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00024455,NGA_STU_00099039,2.8,Home,Morning,Practice Problems,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00099669,NGA_STU_00001227,3.3,Online,Evening,Note-taking,4.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00040451,NGA_STU_00007444,10.9,Home,Variable,Practice Problems,5.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00028146,NGA_STU_00056437,7.3,Home,Evening,Reading,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00025620,NGA_STU_00023461,13.1,Library,Afternoon,Practice Problems,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00081815,NGA_STU_00095207,14.0,Library,Morning,Flashcards,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00069602,NGA_STU_00075112,10.1,Online,Night,Group Study,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00050844,NGA_STU_00030232,11.2,Home,Morning,Practice Problems,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00035346,NGA_STU_00038098,11.0,Home,Afternoon,Practice Problems,1.0,3.0,True,,2024/2025,Nigeria
NGA_HAB_00047338,NGA_STU_00013167,2.8,Classroom,Evening,Note-taking,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00097202,NGA_STU_00012869,5.8,Home,Morning,Reading,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00082400,NGA_STU_00055421,4.1,Home,Evening,Reading,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00047015,NGA_STU_00031706,10.5,Classroom,Afternoon,Group Study,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00000267,NGA_STU_00073656,11.1,Study Group,Afternoon,Flashcards,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00094537,NGA_STU_00082451,10.1,Home,Evening,Group Study,3.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00097847,NGA_STU_00058784,11.3,Library,Evening,Reading,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00032440,NGA_STU_00079889,10.3,Study Group,Afternoon,Video Tutorials,3.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00017372,NGA_STU_00006416,6.3,Home,Afternoon,Practice Problems,4.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00053905,NGA_STU_00097014,18.5,Home,Evening,Group Study,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00038339,NGA_STU_00038147,18.1,Study Group,Morning,Group Study,5.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00066731,NGA_STU_00034727,3.1,Classroom,Morning,Practice Problems,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00065739,NGA_STU_00093246,2.5,Classroom,Evening,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00067279,NGA_STU_00068755,9.4,Home,Morning,Group Study,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00031865,NGA_STU_00054520,9.9,Home,Night,Practice Problems,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00061172,NGA_STU_00099699,8.3,Home,Evening,Reading,1.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00053854,NGA_STU_00076864,10.3,Online,Evening,Video Tutorials,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00052910,NGA_STU_00029171,5.6,Classroom,Variable,Practice Problems,2.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00015820,NGA_STU_00000440,9.7,Classroom,Variable,Group Study,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00023846,NGA_STU_00068096,,Library,Evening,Practice Problems,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00027652,NGA_STU_00097932,9.7,Home,Afternoon,Reading,4.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00010012,NGA_STU_00088720,7.1,Online,Morning,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00028516,NGA_STU_00089680,9.2,Home,Afternoon,Note-taking,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00072142,NGA_STU_00004344,5.2,Study Group,Evening,Video Tutorials,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00001477,NGA_STU_00001524,9.3,Home,Evening,Group Study,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00073659,NGA_STU_00050328,5.3,Study Group,Morning,Practice Problems,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00021495,NGA_STU_00014026,4.4,Home,Night,Group Study,2.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00089834,NGA_STU_00063843,14.1,Home,Morning,Group Study,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00013946,NGA_STU_00092321,2.0,Study Group,Night,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00038415,NGA_STU_00032666,12.8,Library,Evening,Practice Problems,2.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00019594,NGA_STU_00092945,5.5,Home,Morning,Group Study,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00020475,NGA_STU_00016246,9.2,Study Group,Evening,Reading,2.0,,True,Term 2,2024/2025,Nigeria
NGA_HAB_00010577,NGA_STU_00011340,9.6,Home,Afternoon,Note-taking,4.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00096397,NGA_STU_00080669,6.3,Home,Morning,Flashcards,1.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00043249,NGA_STU_00074787,8.3,,Afternoon,Reading,3.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00063759,NGA_STU_00003187,9.2,Home,Morning,Group Study,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00067790,NGA_STU_00065741,10.9,Classroom,Morning,Practice Problems,3.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00041124,NGA_STU_00084458,8.8,Classroom,Morning,Reading,4.0,4.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00085014,NGA_STU_00075118,7.3,Home,Afternoon,Practice Problems,4.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00046426,NGA_STU_00017928,5.4,Library,Afternoon,Reading,2.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00069989,NGA_STU_00051767,15.2,Home,Morning,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00096662,NGA_STU_00068178,,Cafe,Morning,Reading,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00050860,NGA_STU_00089189,17.0,Library,Evening,Group Study,2.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00087394,NGA_STU_00074027,3.3,Home,Afternoon,Group Study,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00076649,NGA_STU_00017402,2.3,Home,Evening,Reading,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00051917,NGA_STU_00073624,2.5,Home,Morning,Group Study,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00099450,NGA_STU_00060421,1.4,Home,Afternoon,Video Tutorials,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00027028,NGA_STU_00008689,7.9,Classroom,Evening,Group Study,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00025662,NGA_STU_00095279,8.1,Home,Night,Video Tutorials,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00030710,NGA_STU_00028385,4.2,Study Group,Morning,Practice Problems,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00030181,NGA_STU_00038919,9.5,Home,Afternoon,Note-taking,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00073718,NGA_STU_00054125,3.4,Study Group,Variable,Video Tutorials,1.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00053859,NGA_STU_00018809,23.3,Home,Afternoon,Reading,1.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00012141,NGA_STU_00017529,8.3,Classroom,Morning,Practice Problems,3.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00069971,NGA_STU_00047937,4.7,Library,Afternoon,Practice Problems,3.0,4.0,True,Term 1,,Nigeria
NGA_HAB_00022221,NGA_STU_00055779,2.0,Library,Evening,Reading,5.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00026384,NGA_STU_00097155,6.6,Cafe,Afternoon,Group Study,1.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00010279,NGA_STU_00006849,3.3,Home,Afternoon,Reading,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00036204,NGA_STU_00007121,7.6,Library,Morning,Reading,,4.0,True,,2023/2024,Nigeria
NGA_HAB_00049533,NGA_STU_00061045,10.2,Library,Evening,Practice Problems,5.0,3.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00097057,NGA_STU_00049532,9.0,Home,Evening,Note-taking,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00023611,NGA_STU_00089939,5.0,Home,Variable,Reading,2.0,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00041959,NGA_STU_00036245,6.4,Library,Morning,Reading,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00066364,NGA_STU_00053947,9.7,Library,Variable,Practice Problems,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00057670,NGA_STU_00055254,7.2,Home,Afternoon,Note-taking,2.0,2.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00091930,NGA_STU_00017083,3.1,Library,Variable,Reading,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00053109,NGA_STU_00038197,9.6,Study Group,Afternoon,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00025501,NGA_STU_00061713,10.9,Home,,Note-taking,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00009659,NGA_STU_00030936,7.3,Library,Afternoon,Practice Problems,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00064298,NGA_STU_00028984,7.9,Home,Night,Reading,4.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00083933,NGA_STU_00035407,6.8,Library,Afternoon,Reading,5.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00072609,NGA_STU_00002995,3.3,Home,Morning,Video Tutorials,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00007796,NGA_STU_00023777,,Library,Morning,Reading,4.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00041459,NGA_STU_00085893,6.3,Library,Evening,Practice Problems,1.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00023604,NGA_STU_00038526,3.7,Home,Evening,Video Tutorials,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00032538,NGA_STU_00027865,10.0,Study Group,Evening,Group Study,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00012229,NGA_STU_00006026,7.1,Home,Night,Group Study,3.0,3.0,True,Term 2,,Nigeria
NGA_HAB_00003102,NGA_STU_00069184,2.0,Home,Afternoon,Practice Problems,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00047600,NGA_STU_00092217,8.4,Home,Evening,Flashcards,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00073681,NGA_STU_00073525,6.5,,Afternoon,Practice Problems,1.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00066997,NGA_STU_00024962,13.9,Home,Night,Reading,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00030822,NGA_STU_00003498,5.3,Home,Morning,Reading,1.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00048580,NGA_STU_00062938,13.9,Library,Evening,Flashcards,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00001697,NGA_STU_00017602,14.8,Study Group,Night,Practice Problems,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00088013,NGA_STU_00086658,5.3,Online,Afternoon,Group Study,5.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00062788,NGA_STU_00087590,4.0,Cafe,Morning,Group Study,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00023895,NGA_STU_00044085,3.7,Library,Morning,Note-taking,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00028463,NGA_STU_00057773,2.8,Home,Variable,Note-taking,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00009510,NGA_STU_00002523,10.9,Cafe,Night,Group Study,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00091698,NGA_STU_00022585,5.3,Home,Morning,,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00002625,NGA_STU_00069252,11.3,Home,Evening,Reading,2.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00056649,NGA_STU_00075713,6.7,Home,Afternoon,Practice Problems,2.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00043137,NGA_STU_00026889,7.0,Library,Night,Note-taking,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00085278,NGA_STU_00040317,4.9,Home,Morning,Reading,1.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00092603,NGA_STU_00032360,1.7,Classroom,Morning,Practice Problems,1.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00002097,NGA_STU_00064674,4.9,Study Group,Morning,Reading,1.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00074786,NGA_STU_00090835,5.7,Study Group,Morning,Video Tutorials,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00061958,NGA_STU_00059094,6.7,Library,Morning,Practice Problems,1.0,3.0,False,,2024/2025,Nigeria
NGA_HAB_00069877,NGA_STU_00060641,12.4,Home,,Practice Problems,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00000457,NGA_STU_00086672,17.1,Classroom,Variable,Note-taking,3.0,5.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00071214,NGA_STU_00040068,13.3,Library,Evening,Group Study,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00046920,NGA_STU_00072811,5.9,Cafe,Night,Group Study,4.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00086635,NGA_STU_00065412,5.7,Home,,Note-taking,,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00061193,NGA_STU_00076610,9.3,,Evening,Video Tutorials,3.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00056201,NGA_STU_00048943,22.3,Home,Evening,Note-taking,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00077262,NGA_STU_00096282,14.6,Home,Afternoon,Note-taking,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00021679,NGA_STU_00077347,5.1,Home,Evening,Group Study,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00099461,NGA_STU_00003796,5.3,Home,Night,Note-taking,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00066647,NGA_STU_00055018,10.5,Home,Variable,Video Tutorials,2.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00009002,NGA_STU_00085657,3.8,Home,Evening,Reading,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00040619,NGA_STU_00015771,7.4,Online,Evening,Practice Problems,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00057394,NGA_STU_00096651,6.7,Home,Night,Note-taking,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00017095,NGA_STU_00097540,7.8,Library,Variable,Reading,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00072529,NGA_STU_00019353,10.1,Online,Afternoon,Video Tutorials,2.0,,True,Term 3,2024/2025,Nigeria
NGA_HAB_00010361,NGA_STU_00098843,8.8,Library,Afternoon,Group Study,1.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00085079,NGA_STU_00099732,7.5,Online,Afternoon,Note-taking,4.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00032080,NGA_STU_00001206,2.3,Home,Night,Reading,4.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00078483,NGA_STU_00088852,6.1,Home,Morning,Reading,4.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00080485,NGA_STU_00016389,5.0,Library,,Note-taking,2.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00054817,NGA_STU_00059938,7.1,Cafe,Afternoon,Video Tutorials,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00026591,NGA_STU_00040289,1.6,Cafe,Morning,Group Study,2.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00034976,NGA_STU_00036806,3.9,Library,Morning,Practice Problems,5.0,2.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00080505,NGA_STU_00025842,12.7,Study Group,Variable,Note-taking,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00094144,NGA_STU_00026799,6.4,Home,Evening,Note-taking,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00096295,NGA_STU_00026011,5.8,Classroom,Morning,Practice Problems,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00068383,NGA_STU_00009633,6.7,Library,Morning,Practice Problems,4.0,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00045746,NGA_STU_00055701,9.0,Home,Variable,Reading,3.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00092364,NGA_STU_00053598,11.2,Classroom,Night,Flashcards,2.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00006660,NGA_STU_00093368,7.6,Home,Night,Practice Problems,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00015519,NGA_STU_00075973,9.0,Home,Morning,Note-taking,,1.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00011846,NGA_STU_00074489,10.5,Home,Variable,Reading,3.0,1.0,True,Term 1,2024/2025,Nigeria
